section,metric,value
PMDI,corpus_pmdi,0.1952263774417894
adaptation_drift,mean,0.0044408440589904785
adaptation_drift,std,0.0011249119983675543
adaptation_drift,min,0.00318068265914917
adaptation_drift,max,0.006916046142578125
context_drift,mean,0.0016601458191871643
context_drift,std,0.000468648656828553
context_drift,min,0.0009161829948425293
context_drift,max,0.0023879408836364746
